5
10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11
14,45,44,43,42,41,40,00,00,00,45,99,99,99,40,41,42,43,44,16
14,00,00,00,00,00,00,00,42,99,99,99,46,99,99,00,00,00,00,16
14,00,40,40,40,40,00,40,43,44,44,44,44,44,44,44,42,42,00,16
14,00,40,46,46,44,00,45,43,41,41,41,41,41,41,40,00,00,00,16
14,00,00,00,46,00,00,45,43,00,00,00,00,00,00,41,02,00,44,16
14,99,40,00,46,40,00,45,43,00,45,45,45,45,00,42,99,00,44,16
14,99,40,00,00,00,00,62,43,00,42,61,61,43,00,43,60,00,44,16
14,99,40,41,42,43,44,45,46,00,42,05,99,43,00,44,43,43,43,16
14,99,00,00,00,00,00,00,00,00,42,99,99,00,00,45,46,46,46,16
14,99,40,41,42,43,44,45,46,00,42,60,60,43,00,46,44,44,44,16
14,99,40,00,43,00,00,63,42,00,42,62,63,43,00,40,60,00,43,16
14,99,40,45,43,00,41,00,42,00,44,44,44,44,00,41,00,00,43,16
14,00,00,00,00,00,41,00,42,00,00,00,00,00,00,42,02,00,00,16
14,00,40,44,44,44,00,00,42,40,40,40,40,40,40,43,99,00,00,16
14,00,40,40,40,40,00,40,42,45,45,45,45,45,45,45,41,41,00,16
14,00,00,00,00,00,00,00,43,99,99,99,45,99,99,99,00,00,00,16
14,45,44,43,42,41,40,00,43,99,44,99,45,99,46,99,00,00,00,16
14,40,41,42,43,44,45,00,00,00,44,99,99,99,46,40,41,42,43,16
13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12
10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11
14,02,99,40,02,00,00,00,00,00,00,00,00,00,00,00,00,00,42,16
14,99,99,41,99,00,46,46,46,00,45,45,45,00,43,00,46,60,42,16
14,40,99,42,44,44,46,62,46,00,45,00,45,00,43,41,00,41,42,16
14,40,99,43,44,44,46,00,46,00,45,00,00,00,43,00,00,00,42,16
